Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
11.0,Gary Payton,34.0,2TM,PG,80.0,80.0,3208.0,11.2,24.7,0.454,0.9,3.1,0.297,10.3,21.6,0.476,0.472,4.2,5.9,0.71,1.3,4.3,5.6,11.2,2.2,0.3,3.1,3.0,27.5,108.0,107.0,"DPOY-11,AS"
12.0,Tim Duncan,26.0,SAS,PF,81.0,81.0,3181.0,12.0,23.3,0.513,0.1,0.4,0.273,11.9,23.0,0.517,0.515,7.5,10.6,0.71,4.3,13.1,17.5,5.3,0.9,4.0,4.2,3.9,31.6,112.0,94.0,"MVP-1,DPOY-4,AS,NBA1"
13.0,Ricky Davis,23.0,CLE,SG,79.0,76.0,3131.0,9.8,24.0,0.41,1.2,3.3,0.363,8.6,20.7,0.417,0.435,5.7,7.6,0.748,1.6,4.8,6.4,7.1,2.0,0.6,4.5,2.9,26.5,98.0,108.0,
14.0,Dirk Nowitzki,24.0,DAL,PF,80.0,80.0,3117.0,11.5,24.8,0.463,2.5,6.5,0.379,9.0,18.3,0.493,0.513,8.0,9.1,0.881,1.3,11.8,13.2,4.0,1.8,1.4,2.5,3.4,33.5,117.0,98.0,"MVP-7,AS,NBA2"
15.0,Allan Houston,31.0,NYK,SG,82.0,82.0,3108.0,11.1,24.9,0.445,3.0,7.7,0.396,8.1,17.3,0.467,0.506,6.2,6.7,0.919,0.4,3.5,3.9,3.7,0.9,0.1,3.0,3.3,31.4,109.0,110.0,
16.0,Eric Snow,29.0,PHI,PG,82.0,82.0,3108.0,6.1,13.5,0.452,0.1,0.5,0.219,6.0,13.0,0.462,0.456,5.5,6.4,0.858,1.2,3.9,5.1,9.2,2.2,0.2,3.3,4.0,17.8,112.0,105.0,DPOY-10
17.0,Paul Pierce,25.0,BOS,SG,79.0,79.0,3096.0,11.3,27.2,0.416,2.0,6.7,0.302,9.3,20.5,0.454,0.454,10.3,12.8,0.802,1.8,8.1,9.9,6.0,2.4,1.1,4.9,3.9,34.9,104.0,100.0,"MVP-11,AS,NBA3"
18.0,Shareef Abdur-Rahim,26.0,ATL,PF,81.0,81.0,3087.0,9.7,20.2,0.478,0.4,1.0,0.35,9.3,19.2,0.485,0.487,7.8,9.2,0.841,3.0,8.6,11.6,4.1,1.5,0.6,3.6,4.1,27.5,111.0,106.0,
19.0,Jason Terry,25.0,ATL,PG,81.0,81.0,3081.0,8.4,19.5,0.428,2.7,7.4,0.371,5.6,12.2,0.462,0.498,4.4,5.0,0.887,0.6,4.1,4.8,10.3,2.2,0.2,4.3,3.0,23.9,109.0,108.0,
20.0,Rashard Lewis,23.0,SEA,SF,77.0,77.0,3044.0,9.3,20.6,0.452,1.3,3.9,0.346,8.0,16.7,0.476,0.484,5.1,6.2,0.82,2.7,6.3,9.0,2.4,1.8,0.6,2.6,3.7,25.0,108.0,105.0,
21.0,Cuttino Mobley,27.0,HOU,SG,73.0,73.0,3044.0,8.2,19.0,0.434,2.0,5.6,0.352,6.2,13.3,0.469,0.486,4.3,5.0,0.858,1.2,4.1,5.4,3.7,1.7,0.6,2.9,3.3,22.7,107.0,105.0,
22.0,Michael Jordan,39.0,WAS,SF,82.0,67.0,3031.0,12.2,27.4,0.445,0.3,1.0,0.291,11.9,26.4,0.45,0.45,4.8,5.8,0.821,1.3,7.7,8.9,5.6,2.2,0.7,3.1,3.1,29.5,101.0,103.0,AS
23.0,Jason Kidd,29.0,NJN,PG,80.0,80.0,2989.0,9.0,21.8,0.414,2.2,6.5,0.341,6.8,15.3,0.445,0.465,5.9,7.1,0.841,1.9,6.9,8.8,12.5,3.1,0.4,5.2,2.2,26.2,106.0,96.0,"MVP-9,AS,NBA2"
24.0,Tracy McGrady,23.0,ORL,SG,75.0,74.0,2954.0,14.5,31.6,0.457,3.0,7.8,0.386,11.5,23.8,0.481,0.505,10.1,12.7,0.793,2.1,6.4,8.5,7.2,2.2,1.0,3.4,2.7,42.0,116.0,104.0,"MVP-4,AS,NBA1"
25.0,Morris Peterson,25.0,TOR,SF,82.0,80.0,2949.0,7.6,19.4,0.392,2.1,6.2,0.337,5.5,13.2,0.418,0.446,3.5,4.5,0.789,1.8,4.8,6.6,3.4,1.6,0.6,2.3,4.2,20.9,101.0,109.0,
26.0,Pau Gasol,22.0,MEM,PF,82.0,82.0,2948.0,10.0,19.6,0.51,0.0,0.2,0.1,10.0,19.4,0.514,0.51,7.3,9.9,0.736,3.4,9.3,12.6,4.0,0.6,2.6,3.7,3.9,27.3,110.0,106.0,
27.0,Karl Malone,39.0,UTA,PF,81.0,81.0,2936.0,10.9,23.6,0.462,0.1,0.3,0.214,10.8,23.3,0.464,0.463,8.7,11.4,0.763,2.1,9.4,11.5,6.9,2.5,0.6,3.8,3.7,30.5,109.0,100.0,
28.0,Andre Miller,26.0,LAC,PG,80.0,80.0,2913.0,6.8,16.7,0.406,0.4,1.9,0.213,6.4,14.8,0.432,0.419,5.6,7.1,0.795,1.5,4.2,5.7,9.7,1.8,0.2,3.7,3.7,19.6,105.0,109.0,
29.0,Ray Allen,27.0,2TM,SG,76.0,75.0,2880.0,11.1,25.4,0.439,3.7,9.9,0.377,7.4,15.5,0.478,0.512,5.9,6.4,0.916,1.8,5.3,7.1,6.2,1.9,0.3,3.7,4.1,31.9,111.0,108.0,
30.0,Richard Jefferson,22.0,NJN,SF,80.0,80.0,2879.0,8.3,16.6,0.501,0.1,0.4,0.25,8.2,16.2,0.507,0.504,5.9,7.9,0.743,2.7,6.6,9.4,3.7,1.5,0.8,2.8,3.9,22.6,111.0,100.0,
31.0,Ben Wallace,28.0,DET,C,73.0,73.0,2873.0,4.0,8.4,0.481,0.0,0.1,0.167,4.0,8.3,0.485,0.482,1.6,3.6,0.45,5.6,16.0,21.7,2.3,2.0,4.4,1.7,3.4,9.7,108.0,90.0,"MVP-8,DPOY-1,AS,NBA2"
32.0,Gilbert Arenas,21.0,GSW,PG,82.0,82.0,2866.0,9.0,21.0,0.431,1.9,5.6,0.348,7.1,15.4,0.461,0.478,6.6,8.3,0.791,1.7,5.1,6.9,9.1,2.2,0.3,5.2,4.6,26.6,108.0,110.0,MIP-1
33.0,Jermaine O'Neal,24.0,IND,PF,77.0,76.0,2864.0,11.2,23.1,0.484,0.1,0.4,0.333,11.0,22.7,0.487,0.487,6.8,9.3,0.731,3.7,10.9,14.6,2.8,1.2,3.3,3.3,5.1,29.3,107.0,97.0,"AS,NBA3"
34.0,Latrell Sprewell,32.0,NYK,SF,74.0,73.0,2859.0,8.4,20.9,0.403,2.5,6.7,0.372,5.9,14.2,0.417,0.462,3.2,4.0,0.794,0.8,4.4,5.3,6.1,1.9,0.4,3.2,2.5,22.5,99.0,107.0,
35.0,Caron Butler,22.0,MIA,SF,78.0,78.0,2858.0,8.2,19.7,0.416,0.7,2.0,0.318,7.6,17.7,0.427,0.432,5.9,7.2,0.824,2.6,5.0,7.6,4.1,2.6,0.6,3.7,4.4,23.0,99.0,102.0,ROY-3
36.0,Derek Fisher,28.0,LAL,PG,82.0,82.0,2829.0,6.2,14.2,0.437,1.6,3.9,0.401,4.7,10.3,0.451,0.492,1.8,2.3,0.8,0.7,3.7,4.4,5.5,1.7,0.3,1.7,3.6,15.8,110.0,108.0,
37.0,Clifford Robinson,36.0,DET,PF,81.0,69.0,2825.0,7.3,18.3,0.398,1.7,5.1,0.336,5.6,13.2,0.422,0.444,3.2,4.7,0.676,1.6,4.6,6.2,5.2,1.7,1.7,3.1,5.1,19.4,97.0,101.0,
38.0,Tony Parker,20.0,SAS,PG,82.0,82.0,2774.0,9.3,20.1,0.464,1.6,4.7,0.337,7.7,15.4,0.503,0.503,4.2,5.6,0.755,0.6,3.5,4.2,8.3,1.4,0.1,3.8,3.3,24.4,108.0,104.0,
39.0,Desmond Mason,25.0,2TM,SF,80.0,40.0,2763.0,8.9,19.9,0.449,0.4,1.4,0.292,8.5,18.5,0.461,0.46,4.1,5.5,0.749,3.0,7.2,10.2,3.2,1.3,0.6,2.2,4.1,22.4,105.0,106.0,
40.0,Jerry Stackhouse,28.0,WAS,SG,70.0,70.0,2747.0,9.7,23.8,0.409,1.4,4.9,0.29,8.3,18.9,0.439,0.438,9.0,10.3,0.878,1.2,3.9,5.1,6.3,1.3,0.6,3.8,2.6,29.9,106.0,108.0,
41.0,Juwan Howard,29.0,DEN,PF,77.0,77.0,2730.0,11.0,24.4,0.45,0.0,0.1,0.5,10.9,24.3,0.449,0.45,5.4,6.8,0.803,3.5,7.8,11.3,4.5,1.5,0.5,3.7,4.6,27.4,102.0,102.0,
42.0,Steve Nash,28.0,DAL,PG,82.0,82.0,2711.0,9.9,21.3,0.465,2.1,5.1,0.413,7.8,16.2,0.482,0.515,5.9,6.5,0.909,1.2,3.3,4.5,11.4,1.6,0.1,3.7,2.6,27.8,118.0,106.0,"MVP-11,AS,NBA3"
43.0,Doug Christie,32.0,SAC,SG,80.0,80.0,2710.0,5.0,10.3,0.479,1.4,3.4,0.395,3.6,6.9,0.522,0.545,2.6,3.2,0.81,1.1,5.2,6.4,7.0,3.3,0.7,2.7,3.5,13.9,113.0,98.0,DPOY-5
44.0,David Wesley,32.0,NOH,SG,73.0,73.0,2710.0,8.9,20.6,0.433,2.7,6.3,0.424,6.2,14.3,0.437,0.498,3.7,4.7,0.781,0.8,2.7,3.5,5.0,2.2,0.2,2.6,3.4,24.1,109.0,105.0,
45.0,Sam Cassell,33.0,MIL,PG,78.0,77.0,2700.0,10.7,22.9,0.47,1.2,3.2,0.362,9.6,19.6,0.487,0.495,7.6,8.8,0.861,1.1,5.6,6.7,8.9,1.7,0.3,3.5,4.2,30.2,115.0,110.0,
46.0,Jason Richardson,22.0,GSW,SG,82.0,82.0,2698.0,9.0,21.9,0.41,2.3,6.3,0.368,6.7,15.6,0.427,0.463,3.9,5.1,0.764,2.1,5.0,7.1,4.7,1.7,0.4,3.4,3.8,24.2,105.0,111.0,
47.0,Rasheed Wallace,28.0,POR,PF,74.0,74.0,2684.0,10.3,21.9,0.471,2.2,6.1,0.358,8.1,15.7,0.515,0.521,4.0,5.4,0.735,2.3,8.7,11.0,3.1,1.4,1.5,2.8,4.5,26.8,109.0,102.0,
48.0,Michael Finley,29.0,DAL,SF,69.0,69.0,2642.0,10.0,23.4,0.425,2.3,6.3,0.37,7.6,17.1,0.445,0.475,3.9,4.5,0.861,2.1,5.8,7.9,4.0,1.5,0.4,2.2,2.1,26.1,107.0,104.0,
49.0,Brian Grant,30.0,MIA,C,82.0,82.0,2641.0,7.1,14.0,0.509,0.0,0.0,,7.1,14.0,0.509,0.509,3.3,4.2,0.771,5.0,12.3,17.3,2.2,1.3,1.0,2.7,6.2,17.5,108.0,99.0,
50.0,Richard Hamilton,24.0,DET,SG,82.0,82.0,2640.0,11.9,26.9,0.443,0.7,2.5,0.269,11.3,24.5,0.461,0.456,9.2,11.1,0.833,1.8,4.8,6.7,4.4,1.3,0.3,4.2,5.2,33.8,104.0,103.0,
51.0,Alvin Williams,28.0,TOR,PG,78.0,78.0,2638.0,8.0,18.3,0.438,1.0,3.0,0.329,7.0,15.4,0.458,0.464,3.8,4.8,0.782,1.1,3.8,5.0,8.4,2.2,0.4,2.6,3.4,20.8,108.0,108.0,
52.0,Kenyon Martin,25.0,NJN,PF,77.0,77.0,2628.0,10.2,21.6,0.47,0.2,0.9,0.209,10.0,20.7,0.481,0.475,5.1,7.8,0.653,3.3,9.5,12.8,3.7,2.0,1.4,3.8,5.9,25.6,100.0,96.0,DPOY-12
53.0,Chris Webber,29.0,SAC,PF,67.0,67.0,2622.0,12.7,27.5,0.461,0.1,0.4,0.238,12.6,27.1,0.465,0.463,4.1,6.8,0.607,3.1,10.4,13.5,7.0,2.0,1.7,4.1,3.9,29.6,99.0,96.0,"MVP-10,AS,NBA2"
54.0,P.J. Brown,33.0,NOH,PF,78.0,78.0,2609.0,6.6,12.4,0.531,0.0,0.1,0.0,6.6,12.3,0.533,0.531,4.0,4.8,0.836,5.0,9.4,14.4,3.0,1.4,1.6,2.0,4.2,17.1,122.0,100.0,
55.0,Troy Hudson,26.0,MIN,PG,79.0,74.0,2600.0,8.2,19.2,0.428,1.9,5.3,0.365,6.3,13.9,0.452,0.479,4.2,4.6,0.9,0.8,2.8,3.7,9.1,1.2,0.1,3.7,3.2,22.6,106.0,108.0,
56.0,Glenn Robinson,30.0,ATL,SF,69.0,68.0,2591.0,11.0,25.4,0.432,1.8,5.4,0.342,9.1,20.1,0.456,0.468,5.5,6.2,0.876,1.8,7.6,9.3,4.2,1.9,0.5,5.1,3.7,29.2,98.0,106.0,
57.0,Pat Garrity,26.0,ORL,PF,81.0,53.0,2584.0,6.2,14.8,0.419,3.2,8.1,0.396,3.0,6.7,0.448,0.528,1.7,2.0,0.83,1.4,4.7,6.1,2.4,1.2,0.4,1.5,5.1,17.3,111.0,108.0,
58.0,Kurt Thomas,30.0,NYK,C,81.0,81.0,2577.0,10.2,21.1,0.483,0.0,0.1,0.667,10.2,21.0,0.483,0.484,2.8,3.8,0.75,3.3,9.8,13.1,3.3,1.7,2.0,2.8,7.1,23.3,102.0,102.0,
59.0,Amar'e Stoudemire,20.0,PHO,PF,82.0,71.0,2570.0,8.0,16.9,0.472,0.0,0.2,0.2,8.0,16.7,0.476,0.473,6.5,9.9,0.661,5.1,9.6,14.7,1.6,1.3,1.8,3.9,5.5,22.6,103.0,101.0,ROY-1
60.0,Bruce Bowen,31.0,SAS,SF,82.0,82.0,2566.0,4.6,10.0,0.466,2.1,4.8,0.441,2.5,5.2,0.488,0.571,0.7,1.8,0.404,1.2,3.7,5.0,2.3,1.4,0.9,1.5,4.1,12.1,110.0,103.0,DPOY-7
61.0,Matt Harpring,26.0,UTA,SF,78.0,69.0,2557.0,11.0,21.4,0.511,1.4,3.4,0.413,9.6,18.1,0.529,0.543,5.5,7.0,0.792,4.0,6.8,10.8,2.8,1.5,0.4,3.4,4.6,28.8,113.0,104.0,
62.0,Derek Anderson,28.0,POR,PG,76.0,76.0,2556.0,7.5,17.5,0.427,2.4,7.0,0.35,5.0,10.5,0.477,0.496,4.9,5.7,0.859,1.1,4.4,5.5,6.8,1.9,0.3,2.7,3.0,22.2,115.0,105.0,
63.0,Shaquille O'Neal,30.0,LAL,C,67.0,66.0,2535.0,14.2,24.8,0.574,0.0,0.0,,14.2,24.8,0.574,0.574,9.2,14.8,0.622,5.3,9.9,15.2,4.2,0.8,3.3,4.0,4.7,37.7,117.0,102.0,"MVP-5,DPOY-13,AS,NBA1"
64.0,Theo Ratliff,29.0,ATL,C,81.0,81.0,2518.0,5.8,12.5,0.464,0.0,0.0,,5.8,12.5,0.464,0.464,3.2,4.5,0.72,3.2,9.5,12.7,1.5,1.2,5.5,2.9,5.7,14.8,98.0,101.0,DPOY-9
65.0,James Posey,26.0,2TM,SF,83.0,71.0,2518.0,6.6,16.0,0.411,1.5,4.9,0.306,5.1,11.1,0.457,0.457,4.4,5.2,0.833,1.9,7.2,9.1,3.9,2.3,0.3,3.1,4.2,19.0,103.0,102.0,
66.0,Troy Murphy,22.0,GSW,PF,79.0,79.0,2510.0,6.9,15.2,0.451,0.1,0.3,0.214,6.8,14.9,0.456,0.453,5.0,5.9,0.841,4.6,11.7,16.4,2.2,1.3,0.6,2.3,5.0,18.7,113.0,107.0,
67.0,Brent Barry,31.0,SEA,SG,75.0,68.0,2480.0,5.8,12.7,0.458,2.6,6.4,0.403,3.2,6.2,0.514,0.56,2.8,3.5,0.795,1.1,5.6,6.6,8.4,2.5,0.3,3.1,4.4,17.0,115.0,104.0,
68.0,Al Harrington,22.0,IND,SF,82.0,37.0,2467.0,8.3,19.0,0.434,0.3,1.0,0.283,8.0,18.1,0.442,0.441,4.5,5.8,0.77,3.4,7.5,10.9,2.7,1.5,0.7,3.5,6.0,21.3,97.0,102.0,6MOY-8
69.0,Elton Brand,23.0,LAC,PF,62.0,61.0,2454.0,9.7,19.3,0.502,0.0,0.0,0.0,9.7,19.2,0.502,0.502,5.2,7.6,0.685,6.1,9.0,15.1,3.4,1.5,3.4,3.4,4.4,24.5,109.0,103.0,
70.0,Peja Stojaković,25.0,SAC,SF,72.0,72.0,2450.0,10.2,21.2,0.481,3.2,8.3,0.382,7.0,12.9,0.545,0.556,4.7,5.4,0.875,1.3,6.9,8.2,2.9,1.5,0.1,2.1,2.9,28.4,117.0,101.0,AS
71.0,Jamaal Magloire,24.0,NOH,C,82.0,82.0,2443.0,6.7,14.0,0.48,0.0,0.1,0.0,6.7,13.9,0.483,0.48,5.1,7.1,0.717,5.7,10.2,15.9,1.9,1.1,2.4,3.5,6.1,18.5,106.0,99.0,
72.0,Zydrunas Ilgauskas,27.0,CLE,C,81.0,81.0,2432.0,10.4,23.6,0.441,0.0,0.1,0.0,10.4,23.5,0.443,0.441,8.4,10.8,0.781,5.0,7.8,12.8,2.7,1.2,3.2,4.4,5.8,29.2,102.0,105.0,AS
73.0,Jason Williams,27.0,MEM,PG,76.0,76.0,2407.0,7.2,18.5,0.388,3.1,8.7,0.354,4.1,9.8,0.418,0.471,2.4,2.8,0.84,0.5,4.0,4.6,13.6,2.0,0.2,3.6,2.8,19.8,108.0,110.0,
74.0,Bonzi Wells,26.0,POR,SG,75.0,65.0,2396.0,9.8,22.2,0.441,0.9,2.9,0.292,8.9,19.3,0.464,0.461,5.1,7.0,0.722,2.2,6.6,8.8,5.5,2.8,0.4,4.8,4.9,25.5,98.0,101.0,
75.0,Vlade Divac,34.0,SAC,C,80.0,80.0,2384.0,6.4,13.8,0.466,0.1,0.5,0.24,6.3,13.3,0.475,0.47,3.8,5.3,0.713,3.3,8.8,12.1,5.8,1.8,2.2,3.2,5.0,16.8,105.0,97.0,
76.0,Shane Battier,24.0,MEM,SF,78.0,47.0,2383.0,6.0,12.4,0.483,1.9,4.7,0.398,4.1,7.7,0.535,0.559,2.6,3.2,0.828,2.8,4.7,7.5,2.3,2.2,1.9,1.5,4.5,16.4,120.0,107.0,
77.0,Yao Ming,22.0,HOU,C,82.0,72.0,2382.0,9.1,18.3,0.498,0.0,0.0,0.5,9.1,18.2,0.498,0.499,6.8,8.4,0.811,4.4,10.9,15.3,3.1,0.7,3.3,3.9,5.2,25.1,111.0,100.0,"ROY-2,AS"
78.0,Donyell Marshall,29.0,CHI,PF,78.0,53.0,2378.0,9.1,19.8,0.459,0.7,1.9,0.379,8.4,17.9,0.467,0.477,3.6,4.8,0.756,5.0,10.0,15.1,3.0,2.0,1.8,2.9,5.0,22.5,105.0,102.0,
79.0,Aaron McKie,30.0,PHI,SF,80.0,40.0,2374.0,6.3,14.7,0.429,0.8,2.5,0.33,5.5,12.3,0.449,0.457,2.5,3.0,0.836,1.3,6.4,7.7,6.1,2.9,0.2,2.4,3.9,15.9,104.0,102.0,
80.0,Tim Thomas,25.0,MIL,SF,80.0,70.0,2358.0,9.3,20.9,0.443,2.2,6.0,0.366,7.1,15.0,0.474,0.495,3.3,4.2,0.78,2.2,6.6,8.8,2.3,1.6,1.1,3.0,5.8,24.0,101.0,108.0,
81.0,Calbert Cheaney,31.0,UTA,SG,81.0,74.0,2351.0,7.4,14.9,0.499,0.2,0.6,0.4,7.2,14.3,0.503,0.507,0.9,1.6,0.58,1.7,4.8,6.5,3.7,1.5,0.3,2.5,5.1,16.0,100.0,106.0,
82.0,Darrell Armstrong,34.0,ORL,PG,82.0,23.0,2350.0,5.8,14.1,0.409,1.7,5.1,0.336,4.1,9.0,0.45,0.47,3.6,4.1,0.878,2.0,4.5,6.5,7.1,3.0,0.3,3.5,3.7,16.9,106.0,104.0,
83.0,Eric Williams,30.0,BOS,SF,82.0,79.0,2350.0,5.7,12.9,0.442,0.8,2.5,0.336,4.9,10.5,0.467,0.474,4.5,6.0,0.75,3.2,5.4,8.6,3.1,1.9,0.4,2.2,5.3,16.8,110.0,103.0,
84.0,Jerome Williams,29.0,TOR,PF,71.0,63.0,2346.0,6.1,12.2,0.499,0.0,0.1,0.167,6.1,12.0,0.503,0.5,3.6,6.4,0.555,5.3,9.5,14.8,2.2,2.6,0.6,2.2,4.5,15.7,108.0,103.0,
85.0,Robert Horry,32.0,LAL,PF,80.0,26.0,2343.0,4.1,10.5,0.387,1.1,3.9,0.288,2.9,6.6,0.445,0.44,2.3,3.0,0.769,4.0,7.4,11.4,5.2,2.1,1.4,2.5,5.5,11.6,107.0,103.0,
86.0,Rasho Nesterović,26.0,MIN,C,77.0,77.0,2337.0,8.9,17.0,0.525,0.0,0.0,0.0,8.9,17.0,0.526,0.525,1.4,2.1,0.642,3.3,8.0,11.3,2.5,0.9,2.6,2.2,5.7,19.2,106.0,103.0,
87.0,Keith Van Horn,27.0,PHI,PF,74.0,73.0,2337.0,10.3,21.4,0.482,1.5,4.0,0.369,8.9,17.4,0.508,0.516,4.3,5.4,0.804,3.6,8.2,11.8,2.1,1.4,0.7,3.4,5.6,26.4,107.0,103.0,
88.0,Chauncey Billups,26.0,DET,PG,74.0,74.0,2327.0,8.7,20.7,0.421,3.5,9.0,0.392,5.2,11.6,0.443,0.506,7.6,8.6,0.878,0.9,5.6,6.5,6.8,1.5,0.4,3.2,3.2,28.5,116.0,102.0,
89.0,Malik Allen,24.0,MIA,PF,80.0,73.0,2318.0,7.9,18.6,0.424,0.0,0.1,0.0,7.9,18.5,0.426,0.424,2.3,2.9,0.802,3.2,6.9,10.0,1.3,0.9,1.8,3.0,5.5,18.1,89.0,103.0,
90.0,Metta World Peace,23.0,IND,SF,69.0,67.0,2317.0,8.2,19.1,0.428,1.6,4.8,0.336,6.6,14.4,0.458,0.47,6.2,8.4,0.736,2.3,5.9,8.2,4.5,3.6,1.1,3.3,5.5,24.2,105.0,98.0,DPOY-2
91.0,Michael Redd,23.0,MIL,SG,82.0,14.0,2316.0,10.4,22.3,0.469,4.2,9.5,0.438,6.3,12.7,0.492,0.562,3.4,4.2,0.805,2.2,6.3,8.5,2.7,2.3,0.3,1.7,3.3,28.5,118.0,108.0,6MOY-2
92.0,Dale Davis,33.0,POR,C,78.0,78.0,2282.0,5.6,10.3,0.541,0.0,0.0,,5.6,10.3,0.541,0.541,2.5,3.9,0.633,5.5,7.8,13.3,2.2,1.2,1.6,1.7,4.4,13.6,119.0,103.0,
93.0,John Stockton,40.0,UTA,PG,82.0,82.0,2275.0,7.3,15.1,0.483,0.7,1.9,0.363,6.6,13.2,0.5,0.505,5.6,6.8,0.826,1.2,3.5,4.7,14.9,3.2,0.4,4.3,4.3,20.9,117.0,103.0,
94.0,Brad Miller,26.0,IND,C,73.0,72.0,2270.0,7.6,15.4,0.493,0.1,0.4,0.313,7.5,15.0,0.498,0.497,6.7,8.2,0.818,4.3,9.7,13.9,4.5,1.5,1.0,2.7,4.7,22.1,118.0,100.0,AS
95.0,Nenê,20.0,DEN,C,80.0,53.0,2258.0,7.5,14.5,0.519,0.0,0.1,0.0,7.5,14.4,0.521,0.519,4.6,8.0,0.578,4.9,6.6,11.5,3.5,3.0,1.5,4.2,6.9,19.6,100.0,99.0,ROY-6
96.0,Joe Johnson,21.0,PHO,SG,82.0,34.0,2255.0,7.3,18.5,0.397,1.7,4.8,0.366,5.6,13.7,0.408,0.444,2.2,2.9,0.774,1.3,4.8,6.1,4.9,1.4,0.4,2.5,3.3,18.7,99.0,105.0,6MOY-11
97.0,Stephen Jackson,24.0,SAS,SG,80.0,58.0,2254.0,8.4,19.4,0.435,2.2,7.0,0.32,6.2,12.3,0.501,0.493,3.3,4.3,0.76,1.6,5.2,6.8,4.3,3.0,0.7,4.2,4.8,22.4,99.0,99.0,
98.0,Anthony Peeler,33.0,MIN,SG,82.0,39.0,2245.0,5.9,14.2,0.414,2.0,4.9,0.41,3.8,9.2,0.416,0.485,0.9,1.2,0.78,0.9,4.7,5.6,5.7,1.7,0.3,1.9,3.7,14.7,104.0,106.0,
99.0,Howard Eisley,30.0,NYK,PG,82.0,76.0,2243.0,6.2,14.8,0.417,3.1,7.9,0.389,3.1,6.9,0.45,0.521,2.1,2.5,0.848,0.6,3.8,4.4,10.5,1.7,0.2,3.5,5.2,17.5,109.0,108.0,
100.0,Jamaal Tinsley,24.0,IND,PG,73.0,69.0,2237.0,5.2,13.0,0.396,1.1,3.9,0.277,4.1,9.1,0.446,0.437,1.9,2.6,0.714,1.4,4.7,6.1,12.8,2.9,0.4,4.5,4.7,13.3,98.0,101.0,
