Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1.0,Gilbert Arenas,24.0,WAS,PG,80.0,80.0,3384.0,11.5,25.6,0.447,3.1,8.3,0.369,8.4,17.3,0.485,0.507,10.1,12.3,0.82,0.9,3.4,4.3,7.4,2.5,0.4,4.6,4.4,36.1,115.0,108.0,"AS,NBA3"
2.0,LeBron James,21.0,CLE,SF,79.0,79.0,3361.0,13.9,29.0,0.48,2.0,6.0,0.335,11.9,23.0,0.518,0.515,9.6,12.9,0.738,1.2,7.6,8.8,8.3,2.0,1.0,4.1,2.9,39.4,115.0,104.0,"MVP-2,AS,NBA1"
3.0,Joe Johnson,24.0,ATL,SG,82.0,82.0,3340.0,10.0,22.2,0.453,2.0,5.7,0.356,8.0,16.4,0.487,0.499,4.1,5.2,0.791,1.6,3.8,5.3,8.5,1.6,0.5,4.2,3.0,26.3,109.0,114.0,
4.0,Antawn Jamison,29.0,WAS,SF,82.0,80.0,3288.0,10.4,23.6,0.442,2.3,5.9,0.394,8.1,17.7,0.458,0.491,3.4,4.7,0.731,2.6,9.5,12.1,2.5,1.4,0.2,2.2,3.0,26.6,109.0,107.0,
5.0,Kobe Bryant,27.0,LAL,SG,80.0,80.0,3277.0,15.8,35.0,0.45,2.9,8.3,0.347,12.9,26.7,0.482,0.491,11.2,13.2,0.85,1.1,5.7,6.8,5.8,2.4,0.5,4.0,3.8,45.6,114.0,105.0,"MVP-4,AS,NBA1"
6.0,Shawn Marion,27.0,PHO,PF,81.0,81.0,3263.0,11.0,21.0,0.525,1.5,4.5,0.331,9.5,16.5,0.577,0.56,3.7,4.6,0.809,3.8,10.9,14.7,2.2,2.5,2.1,1.9,3.4,27.2,118.0,100.0,"MVP-10,DPOY-7,AS,NBA3"
7.0,Lamar Odom,26.0,LAL,PF,80.0,80.0,3221.0,7.3,15.2,0.481,1.3,3.5,0.372,6.0,11.6,0.514,0.524,3.5,5.1,0.69,3.0,9.1,12.1,7.3,1.2,1.0,3.5,4.2,19.4,112.0,105.0,
8.0,Ricky Davis,26.0,2TM,SG,78.0,78.0,3207.0,9.6,21.5,0.448,1.2,4.0,0.302,8.4,17.5,0.481,0.476,4.5,5.7,0.797,1.1,4.7,5.8,6.5,1.5,0.3,3.5,3.1,25.0,103.0,108.0,
9.0,Mike Bibby,27.0,SAC,PG,82.0,82.0,3167.0,9.8,22.8,0.432,3.2,8.2,0.386,6.7,14.6,0.458,0.501,5.6,6.6,0.849,0.5,3.5,4.0,7.3,1.4,0.2,3.3,2.8,28.5,110.0,109.0,
10.0,Morris Peterson,28.0,TOR,SG,82.0,77.0,3140.0,8.0,18.4,0.436,3.0,7.5,0.395,5.1,10.9,0.465,0.517,4.0,4.9,0.82,1.1,5.3,6.4,3.2,1.7,0.3,2.1,3.7,23.1,112.0,113.0,
11.0,Pau Gasol,25.0,MEM,PF,80.0,80.0,3135.0,10.6,21.2,0.503,0.1,0.2,0.25,10.6,21.0,0.505,0.504,7.5,10.9,0.689,3.4,9.3,12.7,6.6,0.8,2.7,4.2,3.3,28.9,111.0,100.0,AS
12.0,Michael Redd,26.0,MIL,SG,80.0,80.0,3130.0,11.5,25.5,0.45,2.7,6.9,0.395,8.7,18.5,0.471,0.504,8.4,9.6,0.877,1.3,4.4,5.7,3.8,1.6,0.1,2.9,2.6,34.1,115.0,110.0,
13.0,Allen Iverson,30.0,PHI,PG,72.0,72.0,3103.0,13.6,30.4,0.447,1.2,3.7,0.323,12.4,26.7,0.465,0.467,11.3,13.8,0.814,0.7,3.1,3.9,8.9,2.3,0.2,4.1,2.0,39.7,111.0,110.0,"MVP-10,AS,NBA3"
14.0,Elton Brand,26.0,LAC,PF,79.0,79.0,3099.0,12.8,24.2,0.527,0.0,0.1,0.333,12.7,24.2,0.527,0.527,7.4,9.6,0.775,4.0,9.4,13.3,3.5,1.4,3.4,2.9,3.8,33.0,116.0,100.0,"MVP-7,DPOY-10,AS,NBA2"
