Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1.0,Kevin Durant,23.0,OKC,SF,66.0,66.0,2546.0,13.0,26.3,0.496,2.7,7.0,0.387,10.3,19.3,0.535,0.547,8.7,10.2,0.86,0.8,9.9,10.7,4.7,1.8,1.6,5.0,2.7,37.5,114.0,101.0,"MVP-2,AS,NBA1"
2.0,Pau Gasol,31.0,LAL,PF,65.0,65.0,2430.0,10.0,20.0,0.501,0.2,0.6,0.259,9.9,19.4,0.508,0.504,4.5,5.7,0.782,4.0,10.8,14.8,5.2,0.8,1.9,3.1,2.8,24.6,112.0,103.0,
3.0,Rudy Gay,25.0,MEM,SF,65.0,65.0,2422.0,10.6,23.3,0.455,1.2,3.8,0.312,9.4,19.5,0.482,0.48,4.5,5.7,0.791,2.8,6.3,9.1,3.2,2.1,1.2,3.5,3.0,26.9,104.0,102.0,
4.0,Blake Griffin,22.0,LAC,PF,66.0,66.0,2392.0,12.6,23.0,0.549,0.0,0.4,0.125,12.6,22.6,0.556,0.55,5.5,10.5,0.521,4.9,11.2,16.1,4.7,1.2,1.1,3.4,4.9,30.8,113.0,104.0,"AS,NBA2"
5.0,John Wall,21.0,WAS,PG,66.0,66.0,2386.0,8.2,19.4,0.423,0.1,0.9,0.071,8.2,18.5,0.44,0.424,6.9,8.7,0.789,1.0,5.5,6.5,11.5,2.1,1.2,5.5,3.0,23.4,100.0,107.0,
6.0,Marc Gasol,27.0,MEM,C,65.0,65.0,2370.0,8.0,16.5,0.482,0.0,0.3,0.083,7.9,16.2,0.489,0.483,5.3,7.1,0.748,2.7,10.2,12.9,4.6,1.4,2.7,2.7,4.5,21.2,111.0,99.0,"DPOY-12,AS"
7.0,Brandon Jennings,22.0,MIL,PG,66.0,66.0,2331.0,10.3,24.6,0.418,2.8,8.5,0.332,7.5,16.1,0.464,0.476,4.2,5.2,0.808,1.1,3.9,5.0,8.0,2.3,0.5,3.2,2.5,27.7,106.0,107.0,
8.0,Russell Westbrook,23.0,OKC,PG,66.0,66.0,2331.0,12.8,28.0,0.457,1.4,4.3,0.316,11.4,23.7,0.482,0.481,7.5,9.1,0.823,2.1,4.5,6.7,8.0,2.5,0.5,5.3,3.3,34.5,108.0,105.0,"MVP-12,DPOY-18,AS,NBA2"
9.0,Josh Smith,26.0,ATL,PF,66.0,66.0,2329.0,11.5,25.2,0.458,0.6,2.5,0.257,10.9,22.7,0.48,0.47,4.6,7.4,0.63,3.1,11.3,14.4,5.9,2.1,2.6,3.7,3.9,28.3,101.0,96.0,DPOY-10
10.0,LeBron James,27.0,MIA,SF,62.0,62.0,2326.0,14.1,26.4,0.531,1.2,3.4,0.362,12.8,23.1,0.556,0.554,8.8,11.4,0.771,2.1,9.0,11.1,8.8,2.6,1.1,4.8,2.2,38.1,118.0,97.0,"MVP-1,DPOY-4,AS,NBA1"
12.0,Wesley Matthews,25.0,POR,SG,66.0,53.0,2228.0,7.4,18.0,0.412,3.0,8.0,0.383,4.4,10.1,0.434,0.496,3.5,4.0,0.86,1.3,4.0,5.3,2.7,2.3,0.4,1.7,3.5,21.4,110.0,108.0,
13.0,Andre Iguodala,28.0,PHI,SF,62.0,62.0,2209.0,7.0,15.3,0.454,1.8,4.7,0.394,5.1,10.6,0.481,0.514,2.9,4.7,0.617,1.4,7.9,9.2,8.2,2.6,0.7,2.8,2.2,18.7,108.0,98.0,"DPOY-7,AS"
14.0,DeMar DeRozan,22.0,TOR,SG,63.0,63.0,2206.0,9.3,22.0,0.422,0.6,2.2,0.261,8.7,19.8,0.44,0.435,6.5,8.1,0.81,1.0,4.2,5.1,3.1,1.2,0.4,3.0,3.9,25.7,100.0,108.0,
15.0,Jrue Holiday,21.0,PHI,PG,65.0,65.0,2196.0,8.8,20.3,0.432,1.6,4.2,0.38,7.2,16.2,0.445,0.471,2.3,2.9,0.783,1.4,3.8,5.2,7.1,2.5,0.4,3.3,3.3,21.4,99.0,101.0,
16.0,Jeff Teague,23.0,ATL,PG,66.0,66.0,2183.0,7.8,16.4,0.476,1.2,3.6,0.342,6.6,12.7,0.514,0.514,3.4,4.5,0.757,0.5,3.4,3.9,7.8,2.6,0.9,3.3,3.5,20.3,108.0,102.0,
17.0,Chris Paul,26.0,LAC,PG,60.0,60.0,2181.0,10.5,22.0,0.478,1.9,5.3,0.371,8.5,16.7,0.511,0.522,6.4,7.5,0.861,1.0,4.2,5.3,13.4,3.8,0.1,3.1,3.4,29.3,126.0,104.0,"MVP-3,DPOY-12,AS,NBA1"
18.0,Mike Conley,24.0,MEM,PG,62.0,61.0,2174.0,7.2,16.6,0.433,1.5,3.9,0.377,5.7,12.8,0.45,0.477,3.3,3.8,0.861,0.5,3.3,3.8,9.8,3.3,0.3,3.0,3.2,19.2,110.0,102.0,DPOY-14
19.0,Tyreke Evans,22.0,SAC,SG,63.0,61.0,2162.0,9.6,21.1,0.453,0.5,2.3,0.202,9.1,18.8,0.484,0.464,4.7,6.0,0.779,1.5,5.3,6.8,6.6,2.0,0.7,4.0,3.2,24.3,103.0,111.0,
20.0,Kris Humphries,26.0,NJN,PF,62.0,62.0,2162.0,8.0,16.5,0.481,0.0,0.0,,8.0,16.5,0.481,0.481,5.1,6.8,0.752,5.7,11.0,16.8,2.2,1.2,1.8,2.9,4.3,21.1,110.0,106.0,
21.0,Antawn Jamison,35.0,CLE,PF,65.0,65.0,2151.0,10.3,25.5,0.403,2.2,6.5,0.341,8.1,19.0,0.425,0.447,4.5,6.6,0.683,3.0,7.0,10.0,3.2,1.2,1.1,2.2,4.0,27.3,103.0,109.0,
23.0,Brandon Knight,20.0,DET,PG,66.0,60.0,2129.0,8.1,19.4,0.415,2.7,7.0,0.38,5.4,12.5,0.434,0.483,2.6,3.5,0.759,0.8,4.5,5.3,6.3,1.2,0.3,4.3,3.9,21.4,97.0,109.0,ROY-8
25.0,Joe Johnson,30.0,ATL,SG,60.0,60.0,2127.0,10.6,23.3,0.454,3.1,8.1,0.388,7.5,15.2,0.489,0.521,4.0,4.7,0.849,1.3,4.2,5.5,5.8,1.2,0.3,2.9,1.9,28.2,110.0,105.0,"MVP-15,AS"
26.0,Ty Lawson,24.0,DEN,PG,61.0,61.0,2124.0,9.0,18.4,0.488,1.8,4.8,0.365,7.2,13.6,0.531,0.535,4.3,5.2,0.824,1.3,4.2,5.4,9.6,2.0,0.1,3.6,2.3,24.0,116.0,108.0,
29.0,Marcin Gortat,27.0,PHO,C,66.0,66.0,2114.0,10.5,18.9,0.555,0.0,0.0,0.0,10.5,18.8,0.557,0.555,4.0,6.2,0.649,4.5,11.6,16.2,1.4,1.2,2.4,2.2,3.5,24.9,115.0,103.0,
30.0,Andrew Bynum,24.0,LAL,C,60.0,60.0,2112.0,11.1,20.0,0.558,0.0,0.1,0.2,11.1,19.9,0.56,0.558,5.9,8.5,0.692,4.8,13.0,17.8,2.1,0.7,2.9,3.8,2.6,28.2,112.0,100.0,"AS,NBA2"
31.0,Paul Millsap,26.0,UTA,PF,64.0,62.0,2100.0,10.6,21.5,0.495,0.2,0.8,0.226,10.5,20.7,0.505,0.499,5.0,6.4,0.792,4.5,9.6,14.1,3.7,2.9,1.3,2.8,5.5,26.5,113.0,102.0,
32.0,Tayshaun Prince,31.0,DET,SF,63.0,63.0,2087.0,8.7,20.6,0.421,1.0,2.7,0.356,7.7,17.9,0.431,0.444,2.3,3.0,0.774,1.9,5.4,7.2,3.9,0.7,0.8,1.9,2.0,20.6,101.0,109.0,
33.0,Arron Afflalo,26.0,DEN,SG,62.0,62.0,2086.0,8.0,17.1,0.471,2.1,5.4,0.398,5.9,11.7,0.504,0.534,4.8,6.0,0.798,1.0,3.8,4.8,3.6,0.9,0.3,2.1,3.3,23.0,116.0,111.0,
34.0,Greg Monroe,21.0,DET,C,66.0,66.0,2082.0,10.5,20.2,0.521,0.0,0.0,0.0,10.5,20.1,0.522,0.521,5.2,7.0,0.739,6.2,10.3,16.5,3.9,2.1,1.2,4.2,4.6,26.2,110.0,102.0,DPOY-18
35.0,Dirk Nowitzki,33.0,DAL,PF,62.0,62.0,2079.0,11.9,26.1,0.457,2.0,5.4,0.368,10.0,20.8,0.481,0.495,8.0,9.0,0.896,1.2,9.4,10.6,3.4,1.1,0.8,3.0,3.3,33.9,110.0,103.0,"MVP-12,AS,NBA3"
37.0,Al Jefferson,27.0,UTA,C,61.0,61.0,2075.0,13.1,26.5,0.492,0.0,0.1,0.25,13.0,26.4,0.493,0.493,3.5,4.5,0.774,3.4,11.4,14.8,3.4,1.2,2.6,1.6,3.9,29.6,112.0,103.0,
38.0,Paul Pierce,34.0,BOS,SF,61.0,61.0,2075.0,10.1,22.8,0.443,2.6,7.0,0.366,7.5,15.8,0.476,0.499,7.5,8.8,0.852,0.9,7.2,8.1,7.0,1.8,0.7,4.4,3.8,30.2,106.0,99.0,AS
40.0,Luis Scola,31.0,HOU,PF,66.0,66.0,2067.0,11.0,22.5,0.491,0.0,0.1,0.0,11.0,22.4,0.493,0.491,3.9,5.0,0.773,3.1,7.8,10.8,3.5,0.9,0.6,3.9,5.4,26.0,102.0,107.0,
41.0,Danny Granger,28.0,IND,SF,62.0,62.0,2062.0,10.0,24.1,0.416,3.2,8.3,0.381,6.9,15.9,0.434,0.481,6.5,7.5,0.873,2.0,5.8,7.9,2.8,1.6,1.0,2.8,3.7,29.7,111.0,104.0,
42.0,Tyson Chandler,29.0,NYK,C,62.0,62.0,2061.0,6.0,8.9,0.679,0.0,0.0,0.0,6.0,8.8,0.683,0.679,5.4,7.9,0.689,5.3,10.0,15.3,1.4,1.4,2.2,2.5,4.6,17.5,130.0,99.0,"DPOY-1,NBA3"
43.0,Jared Dudley,26.0,PHO,SG,65.0,60.0,2020.0,8.0,16.5,0.485,2.1,5.4,0.383,6.0,11.1,0.535,0.547,3.1,4.2,0.726,2.4,5.3,7.7,2.9,1.3,0.5,1.8,2.7,21.1,115.0,109.0,
44.0,Gordon Hayward,21.0,UTA,SF,66.0,58.0,2015.0,7.0,15.3,0.456,1.4,4.1,0.346,5.5,11.1,0.496,0.503,5.0,6.0,0.832,1.5,4.5,6.0,5.4,1.4,1.1,2.8,2.8,20.4,113.0,109.0,
46.0,Jason Terry,34.0,DAL,SG,63.0,1.0,2000.0,9.4,21.8,0.43,3.6,9.6,0.378,5.7,12.2,0.471,0.513,2.6,2.9,0.883,0.4,3.5,3.9,5.9,1.9,0.3,3.3,1.8,24.9,103.0,106.0,6MOY-3
49.0,Marco Belinelli,25.0,NOH,SG,66.0,55.0,1966.0,7.9,19.0,0.417,3.0,7.9,0.377,4.9,11.1,0.445,0.495,2.8,3.6,0.783,0.5,4.2,4.8,2.8,1.3,0.1,1.9,3.2,21.6,105.0,109.0,
50.0,Ryan Anderson,23.0,ORL,PF,61.0,61.0,1964.0,9.1,20.8,0.439,4.6,11.6,0.393,4.6,9.2,0.496,0.548,4.1,4.7,0.877,6.1,6.8,12.9,1.5,1.4,0.7,1.6,4.0,26.9,124.0,105.0,MIP-1
51.0,Steve Nash,37.0,PHO,PG,62.0,62.0,1961.0,7.8,14.7,0.532,1.5,3.7,0.39,6.3,10.9,0.58,0.581,3.4,3.8,0.894,0.7,4.2,4.9,17.5,1.0,0.2,6.1,1.4,20.4,115.0,110.0,"MVP-9,AS"
52.0,Paul George,21.0,IND,SG,66.0,66.0,1958.0,7.6,17.3,0.44,2.4,6.3,0.385,5.2,10.9,0.472,0.51,3.9,4.9,0.802,1.5,8.5,10.0,4.3,2.9,1.0,3.2,5.2,21.6,108.0,100.0,
54.0,DeMarcus Cousins,21.0,SAC,C,64.0,62.0,1950.0,11.6,26.0,0.448,0.1,0.4,0.143,11.6,25.6,0.453,0.449,6.8,9.7,0.702,6.9,11.4,18.3,2.7,2.4,1.9,4.4,6.7,30.2,102.0,104.0,
55.0,Carlos Boozer,30.0,CHI,PF,66.0,66.0,1948.0,12.4,23.3,0.532,0.0,0.0,0.0,12.4,23.2,0.533,0.532,2.6,3.8,0.693,3.2,12.4,15.6,3.5,1.7,0.7,3.2,4.6,27.4,108.0,95.0,
56.0,James Harden,22.0,OKC,SG,62.0,2.0,1946.0,8.2,16.7,0.491,3.0,7.7,0.39,5.2,8.9,0.579,0.582,8.3,9.8,0.846,0.8,5.9,6.7,6.1,1.6,0.4,3.6,4.0,27.7,125.0,105.0,6MOY-1
57.0,Joakim Noah,26.0,CHI,C,64.0,64.0,1945.0,6.9,13.6,0.508,0.0,0.0,0.0,6.9,13.5,0.509,0.508,4.3,5.7,0.748,6.7,10.7,17.4,4.4,1.1,2.5,2.5,4.5,18.1,120.0,96.0,DPOY-11
58.0,Roy Hibbert,25.0,IND,C,65.0,65.0,1937.0,9.1,18.2,0.497,0.0,0.0,0.0,9.1,18.2,0.498,0.497,4.6,6.5,0.711,5.8,9.8,15.6,2.9,0.9,3.5,3.5,5.3,22.8,109.0,101.0,AS
59.0,David West,31.0,IND,PF,66.0,66.0,1925.0,9.6,19.7,0.487,0.1,0.2,0.222,9.5,19.4,0.491,0.489,3.9,4.8,0.807,3.2,8.7,11.9,3.8,1.4,1.3,2.6,4.4,23.1,110.0,102.0,
60.0,Tony Parker,29.0,SAS,PG,60.0,60.0,1923.0,11.5,23.9,0.48,0.4,1.6,0.23,11.1,22.3,0.498,0.488,6.1,7.6,0.799,0.6,4.0,4.6,12.4,1.5,0.1,4.1,2.0,29.4,112.0,106.0,"MVP-5,AS,NBA2"
61.0,Shawn Marion,33.0,DAL,SF,63.0,63.0,1919.0,7.9,17.7,0.446,0.5,1.9,0.294,7.3,15.8,0.464,0.461,2.0,2.5,0.796,4.0,8.8,12.7,3.6,1.8,1.0,2.7,2.4,18.3,100.0,102.0,DPOY-8
62.0,Raymond Felton,27.0,POR,PG,60.0,56.0,1906.0,7.2,17.7,0.407,1.7,5.6,0.305,5.5,12.1,0.453,0.455,2.8,3.4,0.806,0.7,3.4,4.1,10.8,2.2,0.3,4.7,3.4,18.9,99.0,109.0,
63.0,Landry Fields,23.0,NYK,SG,66.0,62.0,1894.0,6.4,14.0,0.46,0.8,3.3,0.256,5.6,10.7,0.523,0.49,2.1,3.7,0.562,1.6,6.0,7.6,4.6,2.1,0.5,2.8,2.7,15.8,100.0,102.0,
64.0,Darren Collison,24.0,IND,PG,60.0,56.0,1878.0,6.5,14.7,0.44,1.0,2.6,0.362,5.5,12.1,0.457,0.472,3.6,4.3,0.83,0.8,4.4,5.3,8.1,1.4,0.4,3.2,2.8,17.5,108.0,107.0,
66.0,Caron Butler,31.0,LAC,SF,63.0,63.0,1871.0,8.3,20.3,0.407,2.6,7.4,0.358,5.6,12.9,0.435,0.472,2.5,3.1,0.813,1.3,5.4,6.6,2.2,1.5,0.3,2.2,3.5,21.7,102.0,108.0,
67.0,Brandon Bass,26.0,BOS,PF,59.0,39.0,1868.0,8.6,18.0,0.479,0.0,0.0,,8.6,18.0,0.479,0.479,3.8,4.6,0.81,2.7,7.7,10.4,1.6,1.0,1.5,1.8,3.8,21.0,103.0,99.0,
68.0,Kevin Garnett,35.0,BOS,C,60.0,60.0,1864.0,11.1,22.1,0.503,0.1,0.3,0.333,11.1,21.9,0.505,0.505,4.6,5.4,0.857,1.9,12.2,14.1,5.0,1.6,1.7,3.0,4.0,27.0,106.0,94.0,DPOY-5
70.0,Alonzo Gee,24.0,CLE,SG,63.0,31.0,1827.0,6.5,15.9,0.412,1.3,3.9,0.321,5.3,11.9,0.442,0.452,4.8,6.1,0.788,2.9,6.4,9.3,3.3,2.4,0.5,3.3,4.3,19.1,102.0,108.0,
71.0,Mario Chalmers,25.0,MIA,PG,64.0,64.0,1825.0,6.4,14.4,0.448,2.9,7.5,0.388,3.5,6.9,0.513,0.549,2.3,2.9,0.792,0.5,4.5,4.9,6.4,2.8,0.3,4.1,4.8,18.1,104.0,101.0,
72.0,Andre Miller,35.0,DEN,SG,66.0,7.0,1809.0,6.8,15.6,0.438,0.5,2.3,0.217,6.3,13.2,0.478,0.455,3.9,4.8,0.811,1.5,4.7,6.2,12.4,1.8,0.3,5.0,3.7,18.0,104.0,108.0,6MOY-18
73.0,Chandler Parsons,23.0,HOU,SF,63.0,57.0,1804.0,7.2,15.9,0.452,1.7,5.2,0.337,5.5,10.8,0.507,0.506,1.2,2.3,0.551,2.6,6.1,8.7,3.9,2.1,0.8,2.4,4.1,17.4,105.0,105.0,ROY-9
75.0,DeAndre Jordan,23.0,LAC,C,66.0,66.0,1798.0,6.2,9.8,0.632,0.0,0.0,0.0,6.2,9.7,0.634,0.632,2.2,4.2,0.525,6.0,10.3,16.3,0.5,0.9,4.0,2.2,5.7,14.6,119.0,102.0,
76.0,Serge Ibaka,22.0,OKC,PF,66.0,66.0,1792.0,7.5,14.1,0.535,0.0,0.1,0.333,7.5,14.0,0.536,0.536,2.2,3.4,0.661,5.6,8.8,14.3,0.8,1.0,6.9,2.3,5.2,17.4,113.0,98.0,DPOY-2
77.0,Kemba Walker,21.0,CHA,PG,66.0,25.0,1792.0,8.3,22.6,0.366,2.0,6.6,0.305,6.2,15.9,0.392,0.411,4.9,6.3,0.789,0.9,6.0,6.9,8.5,1.8,0.6,3.5,2.3,23.5,96.0,111.0,ROY-11
78.0,Nicolas Batum,23.0,POR,SF,59.0,34.0,1791.0,8.5,18.8,0.451,3.1,8.1,0.391,5.3,10.8,0.496,0.534,3.9,4.7,0.836,2.4,5.6,8.0,2.5,1.7,1.8,2.6,3.1,24.0,112.0,107.0,
80.0,O.J. Mayo,24.0,MEM,SG,66.0,0.0,1771.0,9.0,22.0,0.408,3.0,8.2,0.364,6.0,13.8,0.434,0.476,4.0,5.1,0.773,0.9,5.4,6.3,5.0,2.1,0.7,3.7,4.1,24.9,101.0,103.0,6MOY-7
81.0,JJ Redick,27.0,ORL,SG,65.0,22.0,1765.0,7.6,17.8,0.425,3.4,8.2,0.418,4.2,9.7,0.43,0.521,4.4,4.8,0.911,0.5,4.0,4.6,5.0,0.8,0.2,2.1,2.8,22.9,117.0,109.0,
82.0,Al Harrington,31.0,DEN,PF,64.0,1.0,1761.0,10.0,22.4,0.446,2.9,8.8,0.333,7.1,13.6,0.519,0.512,3.4,5.1,0.676,2.1,9.2,11.3,2.5,1.7,0.3,3.2,5.2,26.3,103.0,105.0,6MOY-4
84.0,Thaddeus Young,23.0,PHI,PF,63.0,1.0,1755.0,10.6,21.0,0.507,0.0,0.1,0.25,10.6,20.8,0.508,0.507,3.4,4.4,0.771,4.2,5.7,9.9,2.3,2.0,1.3,1.7,3.9,24.6,111.0,100.0,6MOY-9
85.0,Jordan Crawford,23.0,WAS,SG,64.0,32.0,1753.0,10.3,25.8,0.4,2.3,8.1,0.289,8.0,17.7,0.451,0.446,4.8,6.0,0.793,1.3,3.7,5.0,5.6,1.7,0.1,4.2,3.3,27.8,97.0,110.0,
86.0,Goran Dragić,25.0,HOU,PG,66.0,28.0,1752.0,8.3,17.9,0.462,2.0,6.0,0.337,6.2,11.9,0.525,0.518,4.6,5.7,0.805,1.6,3.4,5.0,10.5,2.5,0.3,4.7,5.0,23.2,111.0,106.0,
88.0,Richard Jefferson,31.0,2TM,SF,63.0,44.0,1748.0,6.0,14.5,0.416,3.3,8.0,0.42,2.7,6.5,0.411,0.532,1.7,2.5,0.694,0.8,5.7,6.5,2.6,1.1,0.6,1.5,3.6,17.1,109.0,108.0,
89.0,Kendrick Perkins,27.0,OKC,C,65.0,65.0,1744.0,3.8,7.8,0.489,0.0,0.0,,3.8,7.8,0.489,0.489,2.2,3.3,0.652,3.6,9.1,12.6,2.3,0.7,2.2,3.5,5.6,9.7,96.0,103.0,
90.0,Devin Harris,28.0,UTA,PG,63.0,63.0,1741.0,7.3,16.3,0.445,2.3,6.4,0.362,4.9,9.9,0.498,0.516,4.7,6.3,0.746,0.4,3.0,3.4,9.5,1.9,0.4,3.7,4.1,21.6,112.0,109.0,
91.0,Elton Brand,32.0,PHI,C,60.0,60.0,1732.0,8.9,18.0,0.494,0.0,0.0,0.0,8.9,17.9,0.495,0.494,2.6,3.6,0.733,4.5,8.8,13.3,3.0,1.8,3.0,2.0,5.4,20.4,108.0,96.0,
92.0,Nick Young,26.0,2TM,SG,62.0,35.0,1729.0,9.6,23.8,0.403,3.1,8.6,0.365,6.5,15.2,0.424,0.469,4.4,5.1,0.852,0.9,3.1,4.0,1.7,1.3,0.5,2.5,4.3,26.7,102.0,110.0,
93.0,Metta World Peace,32.0,LAL,SF,64.0,45.0,1720.0,5.6,14.3,0.394,1.7,5.8,0.296,3.9,8.5,0.46,0.454,2.2,3.5,0.617,2.2,4.5,6.7,4.3,2.1,0.8,2.1,4.2,15.2,102.0,105.0,
